track_id,fma_genre,mapped_genre
772,Soul-RnB,soul
773,Soul-RnB,soul
774,Soul-RnB,soul
775,Soul-RnB,soul
776,Soul-RnB,soul
777,Rock,rock
778,Rock,rock
779,Rock,rock
780,Rock,rock
781,Rock,rock
782,Rock,rock
783,Rock,rock
784,Rock,rock
785,Rock,rock
786,Rock,rock
787,Rock,rock
788,Rock,rock
789,Rock,rock
790,Rock,rock
791,Rock,rock
792,Rock,rock
793,Rock,rock
794,Rock,rock
795,Rock,rock
796,Rock,rock
797,Rock,rock
798,Rock,rock
799,Experimental,ambient
800,Experimental,ambient
801,Experimental,ambient
803,Rock,rock
804,Rock,rock
805,Rock,rock
806,Rock,rock
807,Rock,rock
814,Folk,folk
815,Experimental,ambient
816,Experimental,ambient
817,Experimental,ambient
818,Experimental,ambient
819,Experimental,ambient
820,Experimental,ambient
821,Pop,pop
822,Pop,pop
823,Pop,pop
824,Rock,rock
825,Rock,rock
826,Rock,rock
827,Rock,rock
828,Rock,rock
829,Rock,rock
830,Rock,rock
831,Jazz,jazz
832,Jazz,jazz
833,Jazz,jazz
834,Jazz,jazz
835,Jazz,jazz
836,Rock,rock
837,Rock,rock
838,Rock,rock
839,Rock,rock
840,Rock,rock
841,Rock,rock
842,Rock,rock
843,Rock,rock
844,Rock,rock
845,Rock,rock
846,Rock,rock
847,Pop,pop
850,Rock,rock
851,Rock,rock
852,Rock,rock
853,International,indie
854,Experimental,ambient
855,Rock,rock
856,Rock,rock
857,Rock,rock
858,Rock,rock
859,Rock,rock
860,Rock,rock
861,Rock,rock
862,Rock,rock
863,Rock,rock
864,Experimental,ambient
866,Experimental,ambient
868,Experimental,ambient
869,Experimental,ambient
870,Experimental,ambient
874,Electronic,electronic
875,Electronic,electronic
876,Electronic,electronic
877,Electronic,electronic
878,Electronic,electronic
879,Electronic,electronic
880,Electronic,electronic
881,Electronic,electronic
882,Electronic,electronic
883,Electronic,electronic
885,Electronic,electronic
886,Electronic,electronic
887,Electronic,electronic
888,Electronic,electronic
889,Electronic,electronic
890,Folk,folk
891,Folk,folk
892,Folk,folk
893,Folk,folk
894,Folk,folk
895,Folk,folk
896,Rock,rock
897,Experimental,ambient
898,Experimental,ambient
899,Experimental,ambient
978,Experimental,ambient
979,Experimental,ambient
980,Experimental,ambient
981,Experimental,ambient
982,Experimental,ambient
983,Experimental,ambient
984,Experimental,ambient
985,Experimental,ambient
986,Experimental,ambient
987,Experimental,ambient
988,Experimental,ambient
989,Experimental,ambient
990,Experimental,ambient
991,Rock,rock
992,Rock,rock
993,Rock,rock
995,Experimental,ambient
996,Experimental,ambient
997,Experimental,ambient
998,Experimental,ambient
999,Experimental,ambient
1000,Experimental,ambient
1001,Experimental,ambient
1002,Experimental,ambient
1003,Experimental,ambient
1004,Experimental,ambient
1006,Experimental,ambient
1007,Rock,rock
1009,Rock,rock
1013,Rock,rock
1014,Rock,rock
1015,Rock,rock
1016,Rock,rock
1017,Rock,rock
1018,Rock,rock
1019,Experimental,ambient
1020,Jazz,jazz
1021,Jazz,jazz
1022,Jazz,jazz
1023,Jazz,jazz
1024,Rock,rock
1025,Rock,rock
1026,Rock,rock
1027,Rock,rock
1028,Rock,rock
1029,Rock,rock
1030,Rock,rock
1031,Rock,rock
1032,Rock,rock
1033,Rock,rock
1035,Experimental,ambient
1036,Experimental,ambient
1037,Experimental,ambient
1038,Experimental,ambient
1039,Rock,rock
1040,Rock,rock
1041,Rock,rock
1042,Blues,blues
1043,Blues,blues
1044,Blues,blues
1045,Blues,blues
1046,Blues,blues
1047,Blues,blues
1048,Blues,blues
1049,Rock,rock
1050,Rock,rock
1051,Pop,pop
1052,Rock,rock
1058,Jazz,jazz
1059,Jazz,jazz
1060,Jazz,jazz
1061,Jazz,jazz
1062,Jazz,jazz
1063,Jazz,jazz
1064,Jazz,jazz
1066,Experimental,ambient
1067,Experimental,ambient
1068,Experimental,ambient
1069,Experimental,ambient
1070,Experimental,ambient
1071,Experimental,ambient
1072,Experimental,ambient
1073,Experimental,ambient
1074,Experimental,ambient
1075,Experimental,ambient
1077,Rock,rock
1078,Rock,rock
1079,Rock,rock
1080,Rock,rock
1081,Rock,rock
1082,International,indie
1083,Experimental,ambient
1084,Electronic,electronic
1085,Electronic,electronic
1086,Electronic,electronic
1087,Rock,rock
1088,Electronic,electronic
1089,Electronic,electronic
1090,Electronic,electronic
1091,Electronic,electronic
1092,Experimental,ambient
1093,Experimental,ambient
1094,Experimental,ambient
1095,Experimental,ambient
1096,Experimental,ambient
1097,Experimental,ambient
1098,Experimental,ambient
1099,Experimental,ambient
1100,Experimental,ambient
1101,Experimental,ambient
1102,Rock,rock
1105,Rock,rock
1106,Rock,rock
1107,Rock,rock
1108,Rock,rock
1110,Experimental,ambient
1111,Experimental,ambient
1113,Experimental,ambient
1116,Rock,rock
1117,Rock,rock
1118,Rock,rock
1119,Rock,rock
1120,Electronic,electronic
1121,Electronic,electronic
1122,Electronic,electronic
1123,Rock,rock
1124,Rock,rock
1125,Rock,rock
1126,Rock,rock
1127,Rock,rock
1128,Rock,rock
1129,Rock,rock
1130,Rock,rock
1131,Rock,rock
1133,Rock,rock
1135,Rock,rock
1136,Rock,rock
1138,Rock,rock
1140,Rock,rock
1141,Rock,rock
1142,Rock,rock
1143,Rock,rock
1144,Rock,rock
1145,Rock,rock
1146,Rock,rock
1147,Rock,rock
1148,Rock,rock
1149,Rock,rock
1150,Rock,rock
1151,Jazz,jazz
1152,Jazz,jazz
1153,Jazz,jazz
1154,Jazz,jazz
1155,Jazz,jazz
1156,Rock,rock
1157,Rock,rock
1158,Rock,rock
1159,Rock,rock
1160,Rock,rock
1161,Rock,rock
1162,Rock,rock
1163,Rock,rock
1164,Rock,rock
1165,Rock,rock
1166,Rock,rock
1167,Rock,rock
1168,Rock,rock
1169,Rock,rock
1170,Rock,rock
1171,Rock,rock
1172,Rock,rock
1173,Rock,rock
1174,Rock,rock
1175,Rock,rock
1176,Rock,rock
1177,Rock,rock
1178,Rock,rock
1179,Rock,rock
1180,Rock,rock
1181,Rock,rock
1182,Rock,rock
1183,Rock,rock
1184,Rock,rock
1185,Rock,rock
1186,Rock,rock
1187,Rock,rock
1188,Rock,rock
1189,Rock,rock
1190,Rock,rock
1191,Rock,rock
1192,Rock,rock
1193,Folk,folk
1194,Folk,folk
1195,Folk,folk
1196,Folk,folk
1197,Folk,folk
1198,Folk,folk
1199,Folk,folk
1201,Rock,rock
1202,Rock,rock
1203,Rock,rock
1204,Rock,rock
1205,Experimental,ambient
1206,Experimental,ambient
1207,Experimental,ambient
1208,Experimental,ambient
1209,Experimental,ambient
1210,Experimental,ambient
1211,Experimental,ambient
1212,Experimental,ambient
1214,Electronic,electronic
1218,Electronic,electronic
1221,Electronic,electronic
1224,Electronic,electronic
1240,Rock,rock
1241,Experimental,ambient
1242,Experimental,ambient
1243,Experimental,ambient
1244,Experimental,ambient
1245,Experimental,ambient
1246,Experimental,ambient
1247,Experimental,ambient
1248,Experimental,ambient
1249,Experimental,ambient
1250,Experimental,ambient
1251,Experimental,ambient
1252,Experimental,ambient
1253,Experimental,ambient
1254,Experimental,ambient
1255,Experimental,ambient
1256,Experimental,ambient
1257,Experimental,ambient
1258,Experimental,ambient
1259,Experimental,ambient
1260,Experimental,ambient
1261,Experimental,ambient
1262,Experimental,ambient
1263,Experimental,ambient
1264,Experimental,ambient
1265,Experimental,ambient
1266,Experimental,ambient
1267,Experimental,ambient
1268,Experimental,ambient
1269,Experimental,ambient
1270,Rock,rock
1271,Rock,rock
1272,Rock,rock
1273,Rock,rock
1274,Rock,rock
1275,Rock,rock
1276,Experimental,ambient
1277,Experimental,ambient
1278,Experimental,ambient
1279,Rock,rock
1280,Rock,rock
1281,Rock,rock
1282,Rock,rock
1283,Rock,rock
1284,Rock,rock
1285,Rock,rock
1286,Rock,rock
1287,Rock,rock
1288,Rock,rock
1289,Rock,rock
1290,Rock,rock
1291,Rock,rock
1292,Rock,rock
1293,Rock,rock
1294,Rock,rock
1295,Rock,rock
1296,Rock,rock
1297,Rock,rock
1298,Rock,rock
1299,Rock,rock
1300,Rock,rock
1301,Rock,rock
1302,Electronic,electronic
1303,Folk,folk
1304,Electronic,electronic
1305,Electronic,electronic
1306,Electronic,electronic
1307,Electronic,electronic
1308,Folk,folk
1309,Electronic,electronic
1310,Electronic,electronic
1311,Folk,folk
1312,Electronic,electronic
1313,Folk,folk
1314,Electronic,electronic
1315,Electronic,electronic
1316,Electronic,electronic
1317,Folk,folk
1318,Electronic,electronic
1319,Electronic,electronic
1320,Electronic,electronic
1321,Electronic,electronic
1322,Folk,folk
1323,Electronic,electronic
1324,Electronic,electronic
1325,Electronic,electronic
1326,Folk,folk
1327,Electronic,electronic
1328,Electronic,electronic
1329,Folk,folk
1330,Electronic,electronic
1331,Electronic,electronic
1332,Electronic,electronic
1333,Electronic,electronic
1334,Electronic,electronic
1335,Electronic,electronic
1336,Electronic,electronic
1337,Electronic,electronic
1338,Electronic,electronic
1339,Electronic,electronic
1340,Electronic,electronic
1341,Folk,folk
1342,Folk,folk
1343,Experimental,ambient
1344,Experimental,ambient
1345,Experimental,ambient
1346,Experimental,ambient
1347,Experimental,ambient
1348,Experimental,ambient
1354,Rock,rock
1355,Experimental,ambient
1356,Rock,rock
1357,Rock,rock
1358,Rock,rock
1359,Rock,rock
1360,Rock,rock
1361,Rock,rock
1362,Rock,rock
1363,Rock,rock
1364,Rock,rock
1365,Rock,rock
1366,Rock,rock
1367,Rock,rock
1368,Rock,rock
1369,Rock,rock
1370,Rock,rock
1371,Rock,rock
1372,Rock,rock
1373,Rock,rock
1374,Rock,rock
1375,Rock,rock
1376,Rock,rock
1377,Rock,rock
1378,Rock,rock
1380,Rock,rock
1381,Rock,rock
1382,Rock,rock
1383,Rock,rock
1412,Rock,rock
1413,Rock,rock
1414,Rock,rock
1415,Rock,rock
1416,Rock,rock
1417,Rock,rock
1418,Rock,rock
1419,Rock,rock
1420,Rock,rock
1421,Rock,rock
1422,Rock,rock
1423,Rock,rock
1424,Rock,rock
1425,Rock,rock
1426,Rock,rock
1427,Rock,rock
1428,Electronic,electronic
1430,Electronic,electronic
1431,Electronic,electronic
1432,Electronic,electronic
1433,Electronic,electronic
1434,Electronic,electronic
1435,Electronic,electronic
1436,Electronic,electronic
1437,Electronic,electronic
1438,Electronic,electronic
1439,Electronic,electronic
1441,Electronic,electronic
1442,Electronic,electronic
1443,Experimental,ambient
1444,Experimental,ambient
1450,Rock,rock
1451,Rock,rock
1474,Rock,rock
1475,Rock,rock
1476,Electronic,electronic
1477,Electronic,electronic
1478,Electronic,electronic
1479,Electronic,electronic
1480,Electronic,electronic
1481,Electronic,electronic
1482,Electronic,electronic
1483,Electronic,electronic
1484,Electronic,electronic
1485,Electronic,electronic
1486,Electronic,electronic
1487,Electronic,electronic
1488,Electronic,electronic
1489,Electronic,electronic
1490,Rock,rock
1491,Rock,rock
1492,Rock,rock
1494,Experimental,ambient
1495,Experimental,ambient
1496,Experimental,ambient
1497,Experimental,ambient
1498,Experimental,ambient
1499,Experimental,ambient
1500,Experimental,ambient
1501,Experimental,ambient
1502,Experimental,ambient
1503,Experimental,ambient
1504,Experimental,ambient
1505,Experimental,ambient
1506,Experimental,ambient
1507,Experimental,ambient
1508,Experimental,ambient
1509,Experimental,ambient
1510,Experimental,ambient
1511,Experimental,ambient
1512,Experimental,ambient
1513,Experimental,ambient
1514,Experimental,ambient
1515,Rock,rock
1516,Rock,rock
1517,Experimental,ambient
1518,Rock,rock
1519,Rock,rock
1520,Rock,rock
1521,Rock,rock
1522,Rock,rock
1523,Rock,rock
1524,Rock,rock
1525,Rock,rock
1526,Rock,rock
1527,Rock,rock
1528,Rock,rock
1529,Rock,rock
1530,Rock,rock
1531,Rock,rock
1532,Rock,rock
1533,Rock,rock
1534,Rock,rock
1535,Rock,rock
1536,Rock,rock
1537,Experimental,ambient
1538,Experimental,ambient
1539,Experimental,ambient
1540,Folk,folk
1541,Folk,folk
1542,Folk,folk
1543,Folk,folk
1544,Folk,folk
1545,Folk,folk
1546,Folk,folk
1547,Electronic,electronic
1548,Electronic,electronic
1549,Electronic,electronic
1550,Electronic,electronic
1551,Electronic,electronic
1552,Electronic,electronic
1553,Electronic,electronic
1554,Electronic,electronic
1555,Electronic,electronic
1556,Electronic,electronic
1557,Experimental,ambient
1558,Experimental,ambient
1559,Experimental,ambient
1560,Experimental,ambient
1561,Experimental,ambient
1562,Experimental,ambient
1563,Experimental,ambient
1564,Experimental,ambient
1565,Experimental,ambient
1566,Experimental,ambient
1567,Experimental,ambient
1568,Experimental,ambient
1569,Experimental,ambient
1570,Experimental,ambient
1572,Experimental,ambient
1573,Experimental,ambient
1576,Experimental,ambient
1577,Experimental,ambient
1578,Experimental,ambient
1579,Experimental,ambient
1580,Experimental,ambient
1581,Experimental,ambient
1582,Experimental,ambient
1583,Experimental,ambient
1584,Experimental,ambient
1585,Experimental,ambient
1586,Experimental,ambient
1587,Experimental,ambient
1588,Experimental,ambient
1589,Experimental,ambient
1590,Rock,rock
1591,Rock,rock
1592,Rock,rock
1593,Rock,rock
1594,Rock,rock
1595,Rock,rock
1596,Rock,rock
1597,Rock,rock
1598,Rock,rock
1599,Rock,rock
1600,Rock,rock
1601,Rock,rock
1602,Rock,rock
1603,Rock,rock
1604,Rock,rock
1605,Rock,rock
1606,Rock,rock
1607,Rock,rock
1608,Rock,rock
1609,Rock,rock
1610,Rock,rock
1611,Rock,rock
1612,Rock,rock
1613,Rock,rock
1614,Rock,rock
1615,Rock,rock
1616,Rock,rock
1617,Rock,rock
1618,Rock,rock
1619,Rock,rock
1620,Experimental,ambient
1621,Experimental,ambient
1622,Experimental,ambient
1623,Experimental,ambient
1624,Experimental,ambient
1625,Experimental,ambient
1626,Experimental,ambient
1627,Experimental,ambient
1628,Experimental,ambient
1629,Experimental,ambient
1630,Experimental,ambient
1631,Experimental,ambient
1632,Experimental,ambient
1633,Experimental,ambient
1634,Electronic,electronic
1635,Electronic,electronic
1636,Electronic,electronic
1637,Electronic,electronic
1638,Electronic,electronic
1639,Electronic,electronic
1640,Electronic,electronic
1641,Rock,rock
1642,Pop,pop
1643,Pop,pop
1644,Pop,pop
1645,Pop,pop
1648,Pop,pop
1649,Pop,pop
1652,Pop,pop
1657,Pop,pop
1658,Pop,pop
1659,Pop,pop
1660,Pop,pop
1661,Pop,pop
1662,Pop,pop
1663,Pop,pop
1664,Pop,pop
1665,Pop,pop
1666,Pop,pop
1667,Experimental,ambient
1668,Experimental,ambient
1669,Experimental,ambient
1670,Experimental,ambient
1671,Experimental,ambient
1672,Experimental,ambient
1673,Experimental,ambient
1674,Experimental,ambient
1675,Electronic,electronic
1676,Electronic,electronic
1677,Electronic,electronic
1678,Electronic,electronic
1679,Electronic,electronic
1680,International,indie
1681,International,indie
1682,International,indie
1683,International,indie
1684,International,indie
1685,International,indie
1686,International,indie
1687,International,indie
1688,International,indie
1689,International,indie
1690,Rock,rock
1691,Pop,pop
1692,Pop,pop
1693,Pop,pop
1694,Rock,rock
1695,Rock,rock
1696,Rock,rock
1697,Rock,rock
1698,Folk,folk
1699,Folk,folk
1700,Folk,folk
1701,Folk,folk
1702,Folk,folk
1703,Folk,folk
1704,Folk,folk
1705,Folk,folk
1706,Rock,rock
1707,Rock,rock
1708,Rock,rock
1709,Rock,rock
1710,Rock,rock
1711,Rock,rock
1712,Rock,rock
1713,Rock,rock
1714,Rock,rock
1715,Rock,rock
1716,Rock,rock
1717,Rock,rock
1718,Rock,rock
1719,Rock,rock
1720,Rock,rock
1721,Electronic,electronic
1722,Electronic,electronic
1723,Electronic,electronic
1725,Rock,rock
1726,Rock,rock
1727,Rock,rock
1728,Rock,rock
1730,Rock,rock
1731,Experimental,ambient
1732,Experimental,ambient
1733,Experimental,ambient
1734,Experimental,ambient
1735,Experimental,ambient
1736,Experimental,ambient
1737,Experimental,ambient
1738,Experimental,ambient
1739,Experimental,ambient
1740,Rock,rock
1741,Rock,rock
1742,Rock,rock
1743,Rock,rock
1744,Rock,rock
1745,Rock,rock
1746,Rock,rock
1747,Rock,rock
1748,Rock,rock
1749,Rock,rock
1750,Rock,rock
1751,Rock,rock
1752,Rock,rock
1753,Rock,rock
1754,Rock,rock
1755,Rock,rock
1756,Rock,rock
1757,Rock,rock
1759,Folk,folk
1761,Folk,folk
1763,Folk,folk
1765,Folk,folk
1767,Folk,folk
1768,Folk,folk
1770,Rock,rock
1771,Rock,rock
1772,Rock,rock
1773,Rock,rock
1780,Rock,rock
1781,Rock,rock
1782,Rock,rock
1783,Rock,rock
1784,Rock,rock
1785,Rock,rock
1786,Rock,rock
1787,Rock,rock
1788,Rock,rock
1789,Rock,rock
1790,Rock,rock
1791,Rock,rock
1792,Rock,rock
1793,Rock,rock
1794,Rock,rock
1795,Rock,rock
1796,Rock,rock
1797,Rock,rock
1798,Rock,rock
1799,Rock,rock
1800,Rock,rock
1801,Rock,rock
1802,Rock,rock
1803,Rock,rock
1804,Rock,rock
1805,Rock,rock
1806,Rock,rock
1807,Rock,rock
1808,Rock,rock
1809,Rock,rock
1810,Rock,rock
1811,Rock,rock
1812,Rock,rock
1813,Rock,rock
1814,Rock,rock
1815,Rock,rock
1816,Rock,rock
1817,Rock,rock
1818,Rock,rock
1819,Rock,rock
1820,Rock,rock
1821,Rock,rock
1822,Rock,rock
1823,Rock,rock
1824,Rock,rock
1825,Rock,rock
1826,Rock,rock
1827,Rock,rock
1828,Rock,rock
1829,Rock,rock
1830,Rock,rock
1831,Rock,rock
1832,Rock,rock
1833,Rock,rock
1834,Rock,rock
1835,Rock,rock
1836,Rock,rock
1837,Rock,rock
1840,Pop,pop
1841,Pop,pop
1842,Pop,pop
1843,Pop,pop
1844,Pop,pop
1860,Rock,rock
